Unique ID;Author's Sample Name;Latitude;Longitude;pH;Referenced Data;Ia;Ib;Ic;IIa_5me;IIa_6me;IIb_5me;IIb_6me;IIc_5me;IIc_6me;IIIa_5me;IIIa_6me;IIIb_5me;IIIb_6me;IIIc_5me;IIIc_6me;Sample type
Lake-133;Albert;1.683;30.917;9;Russell et al., 2018;0.33223729;0.05202538;0.01275555;0.04051651;0.3997155;0.00958409;0.03362005;0.0017431;0.0021897;0.00883494;0.1067779;0;0;0;0;Lake
Lake-134;Alice;-0.076;37.465;7.4;Russell et al., 2018;0.15960932;0.01988967;0.00495235;0.30378843;0.13024063;0.02821811;0.01790162;0;0;0.24111301;0.09428685;0;0;0;0;Lake
Lake-135;Bandasa;-0.157;37.449;8.1;Russell et al., 2018;0.35943449;0.04608684;0.01228009;0.31806835;0.10516929;0.02198346;0.00732028;0.00671852;0;0.10111523;0.01971349;0.00097126;0.00113872;0;0;Lake
Lake-136;Batoda;0.3;29.883;5.3;Russell et al., 2018;0.15884709;0.00520643;0.00051735;0.26503463;0.1148302;0.01032456;0.0008588;0.00273987;0;0.36129326;0.07846748;0.00188033;0;0;0;Lake
Lake-137;Bigata;0.307;29.883;5.9;Russell et al., 2018;0.18942102;0.00355254;0.00117097;0.36661802;0.0311207;0.00919557;0.00050967;0.00515275;0;0.36827521;0.02329092;0.00087085;0;0.00082179;0;Lake
Lake-138;Bugwagi;-0.2;30.183;7.2;Russell et al., 2018;0.34942471;0.15597473;0.02122223;0.13469737;0.13771014;0.07292325;0.04589089;0.00813978;0.00331012;0.03038851;0.0345627;0.00243838;0.00259203;0;0.00072517;Lake
Lake-139;Bukurungu East;0.4;29.9;4.3;Russell et al., 2018;0.22431432;0.00498409;0.00275952;0.39168045;0.02338504;0.01407359;0.0003877;0.00817765;0;0.31784005;0.01239762;0;0;0;0;Lake
Lake-140;Chibwera;-0.15;30.15;8.3;Russell et al., 2018;0.4181813;0.12990495;0.02812908;0.11224468;0.13584174;0.05636907;0.05229798;0.00724649;0.00247387;0.02778574;0.02952511;0;0;0;0;Lake
Lake-141;Edward;-0.246;29.75;8.1;Russell et al., 2018;0.26672681;0.10997193;0.02353343;0.15957442;0.1576311;0.09417928;0.03037201;0.01993329;0.00248925;0.06573028;0.06397075;0.00248874;0.00231783;0.00038357;0.00069731;Lake
Lake-142;Eldoret Nakuru 2;0.361;35.351;6.9;Russell et al., 2018;0.47473682;0.0460715;0.00790834;0.1587784;0.16574162;0.01590977;0.0161948;0;0;0.0690614;0.04559736;0;0;0;0;Lake
Lake-143;Enchanted;-0.172;37.336;6.6;Russell et al., 2018;0.11204488;0.02730232;0.00980586;0.23921338;0.06494848;0.07948095;0.00449832;0.00958592;0.00958592;0.36104976;0.07625108;0.00623314;0;0;0;Lake
Lake-144;Gallery Tarn;-0.164;37.325;6.4;Russell et al., 2018;0.14721838;0.03058441;0.00303333;0.25978769;0.15501091;0.02938264;0.0251617;0.01109018;0;0.2641422;0.07458857;0;0;0;0;Lake
Lake-145;Hanging Tarn;-0.156;37.333;8;Russell et al., 2018;0.15679443;0.02685514;0.00768592;0.27840526;0.05828165;0.07227497;0.00218702;0.01350864;0;0.34882485;0.02954057;0.00564155;0;0;0;Lake
Lake-146;Harris Tarn;-0.151;37.319;8.2;Russell et al., 2018;0.11261543;0.00322008;0.00036464;0.32056223;0.06643219;0.00182664;0.00374682;0;0;0.38706247;0.10205741;0.00143555;0.00067655;0;0;Lake
Lake-147;Hausburg Tarn;-0.145;37.301;7;Russell et al., 2018;0.14540802;0.03161825;0.01996509;0.32710057;0.03073309;0.08953548;0.0033329;0.00956632;0;0.30059719;0.0421431;0;0;0;0;Lake
Lake-148;Hut Tarn;-0.157;37.299;6.5;Russell et al., 2018;0.16550437;0.01697429;0.00532558;0.312437;0.07839727;0.05640093;0.00224891;0.01172538;0;0.29584759;0.05513869;0;0;0;0;Lake
Lake-149;Ibamba;-0.2;30.2;6.3;Russell et al., 2018;0.57971029;0.06184171;0.01473669;0.19142015;0.08417797;0.01546851;0.00639073;0.00252805;0;0.0343398;0.00938609;0;0;0;0;Lake
Lake-150;Irene;0.383;29.883;5.7;Russell et al., 2018;0.0725628;0.00213497;3.91E-05;0.15535869;0.06484233;0.00469349;0.00096733;0;0;0.58869152;0.11070978;0;0;0;0;Lake
Lake-151;Kacuba;-0.333;30.017;8.1;Russell et al., 2018;0.37845738;0.1039154;0.02943905;0.12882544;0.16699016;0.05678332;0.03802001;0.00879924;0;0.03667607;0.05209395;0;0;0;0;Lake
Lake-152;Kako;-0.3;30.1;6.7;Russell et al., 2018;0.41030833;0.10342485;0.01756265;0.11744881;0.19209913;0.03543881;0.04932767;0.00400063;0;0.02812948;0.04225965;0;0;0;0;Lake
Lake-153;Kamweru;-0.25;30.117;6.6;Russell et al., 2018;0.44480327;0.07466013;0.00760081;0.15231413;0.18548981;0.02234142;0.02942071;0;0;0.02885918;0.05451054;0;0;0;0;Lake
Lake-154;Kanyabutetere;0.417;30.283;7.8;Russell et al., 2018;0.38221634;0.1046544;0.0221128;0.14793025;0.17731012;0.02820566;0.04863941;0.00226889;0.0017912;0.03434923;0.04745931;0;0.0030624;0;0;Lake
Lake-155;Kanyanchu;0.433;30.317;7.9;Russell et al., 2018;0.33731261;0.08547962;0.01779005;0.09811559;0.22754942;0.04180297;0.06177186;0.00403089;0.00227968;0.03055484;0.08584606;0.00228372;0.00518269;0;0;Lake
Lake-156;Kasirya;-0.25;30.133;6.6;Russell et al., 2018;0.40141192;0.10630252;0.01531534;0.12000621;0.18924181;0.03677219;0.04525017;0.00318114;0.00311382;0.0238029;0.05224234;0;0.00335966;0;0;Lake
Lake-157;Katanda;0.483;30.267;7;Russell et al., 2018;0.28852722;0.12871859;0.02185472;0.0842661;0.2065816;0.05165238;0.10543024;0.0053408;0.01141101;0.02280045;0.0643255;0.00212421;0.00542178;0;0.0015454;Lake
Lake-158;Katunda;0.28;29.895;5.2;Russell et al., 2018;0.17989761;0.01045918;0.00225511;0.3074483;0.04278897;0.01756258;0.00080779;0.00459961;0;0.35678358;0.07534053;0.00205676;0;0;0;Lake
Lake-159;Kifuruka;0.483;30.283;7.4;Russell et al., 2018;0.31904636;0.08061802;0.01053018;0.12304136;0.21617452;0.03671837;0.06989171;0;0.00282585;0.0416183;0.09429708;0;0.00523827;0;0;Lake
Lake-160;Kisibendi;0.383;30.3;6.2;Russell et al., 2018;0.41447054;0.04879261;0.00504761;0.10238802;0.29737199;0.01128426;0.03075692;0;0;0.0340096;0.05587846;0;0;0;0;Lake
Lake-161;Kitere;0.4;30.25;7.1;Russell et al., 2018;0.35373826;0.10800104;0.00871733;0.06672696;0.25285021;0.03151415;0.09189895;0.00224529;0.00246286;0.01817229;0.05996892;0;0.00370374;0;0;Lake
Lake-162;Kopello;0.31;29.892;5.1;Russell et al., 2018;0.16105123;0.00268525;0.00086312;0.34695553;0.03595249;0.00703679;0.00068661;0.00407929;0;0.41485794;0.023652;0.00077069;0;0.00076156;0.00064751;Lake
Lake-163;Kyasunduka;-0.283;30.042;8.6;Russell et al., 2018;0.38832767;0.13411953;0.01056965;0.06333892;0.20333382;0.04543562;0.07779116;0.00285912;0;0.01803588;0.05264613;0;0.00354251;0;0;Lake
Lake-164;Kyerbwato;0.433;30.317;8;Russell et al., 2018;0.39292934;0.11695171;0.02180968;0.09224643;0.1894451;0.0524987;0.04588072;0.0081828;0.00224058;0.02264889;0.05017072;0.00200923;0.0029861;0;0;Lake
Lake-165;Kyogo;-0.333;30.017;6.8;Russell et al., 2018;0.53259174;0.09250745;0.01094386;0.13792353;0.13034563;0.01831094;0.0368901;0.00300899;0.00132129;0.01864202;0.01571946;0.00051163;0.00128337;0;0;Lake
Lake-166;Lake Ellis;-0.124;37.401;7.3;Russell et al., 2018;0.22276523;0.08366344;0.02277645;0.23465593;0.07383865;0.12300744;0.0319515;0.0163256;0.00294237;0.14472677;0.03420651;0.00644755;0.00269257;0;0;Lake
Lake-167;Large Hall Tarn;-0.143;37.346;7.2;Russell et al., 2018;0.23036113;0.02493308;0.00746269;0.29427798;0.11387033;0.03006651;0.00202251;0.00821433;0;0.23309101;0.05570044;0;0;0;0;Lake
Lake-168;Lewis Tarn;-0.162;37.311;6;Russell et al., 2018;0.15950763;0.02664524;0.00337198;0.29987971;0.05383496;0.03386035;0.00177648;0.00480142;0;0.33682134;0.07468781;0.00231146;0.00250162;0;0;Lake
Lake-169;Lower Simba;-0.145;37.319;6.4;Russell et al., 2018;0.1526588;0.01907494;0.00425921;0.32451378;0.04146808;0.10544209;0.00430782;0;0;0.27261847;0.0756568;0;0;0;0;Lake
Lake-170;Mahoma;0.346;29.968;5.6;Russell et al., 2018;0.33836257;0.00829201;0.00365658;0.37203826;0.03280409;0.00827109;0.00078537;0.00322866;0;0.22344614;0.00911524;0;0;0;0;Lake
Lake-171;Mahuhura;0.433;30.267;8;Russell et al., 2018;0.15359424;0.09017407;0.00608251;0.27422065;0.11710368;0.06624385;0.00196607;0.00223334;0;0.18618763;0.09910955;0.00308441;0;0;0;Lake
Lake-172;Mbajo;0.45;30.267;6.9;Russell et al., 2018;0.30316257;0.11753332;0.02258722;0.09035768;0.20833076;0.0449789;0.09866451;0.00457778;0.00857687;0.02250429;0.06924899;0.00170942;0.00620015;0;0.00156753;Lake
Lake-173;Mbugo;-0.167;30.15;9.5;Russell et al., 2018;0.3655907;0.08565623;0.0087837;0.17266134;0.16651318;0.02908959;0.05891974;0;0;0.05467588;0.05810966;0;0;0;0;Lake
Lake-174;Middle Kachope;0.333;29.867;6.6;Russell et al., 2018;0.12930055;0.01452156;0.00280304;0.2407973;0.05035485;0.01787248;0.00265807;0.003193;0;0.43973458;0.0971236;0.00164096;0;0;0;Lake
Lake-175;Mirambi;-0.217;30.1;7.8;Russell et al., 2018;0.38432444;0.14767123;0.01239713;0.13199223;0.15103585;0.05878962;0.04160722;0;0;0.03874194;0.03344035;0;0;0;0;Lake
Lake-176;Murabio;-0.35;30.033;7.2;Russell et al., 2018;0.44212721;0.10587285;0.02243608;0.07117584;0.19507956;0.02962921;0.05765932;0.00424431;0.00194722;0.01933846;0.04645838;0.00105249;0.00297907;0;0;Lake
Lake-177;Murusi;0.433;30.283;6.6;Russell et al., 2018;0.40569706;0.12055587;0.01737697;0.13162048;0.1619992;0.05091214;0.03963973;0.00443885;0.00226853;0.02910084;0.03313791;0.00143439;0.00181803;0;0;Lake
Lake-178;Mwengenyi;0.483;30.267;6.9;Russell et al., 2018;0.30245597;0.1112933;0.02809439;0.1320607;0.19170322;0.05746267;0.05345049;0.00896318;0.0042765;0.03890736;0.06421384;0.00306134;0.00336154;0;0.0006955;Lake
Lake-179;Nanyuki Tarn;-0.155;37.297;6.2;Russell et al., 2018;0.13624258;0.05258615;0.02832653;0.27704;0.04103609;0.12373797;0.00851963;0.02637201;0;0.2391698;0.05644767;0.01052157;0;0;0;Lake
Lake-180;Njarayabana;0.433;30.25;7.8;Russell et al., 2018;0.3035196;0.10027472;0.01028903;0.1140958;0.2567698;0.03922958;0.06073489;0.00158809;0.00291917;0.03678446;0.06851597;0.00181795;0.00346094;0;0;Lake
Lake-181;Nkugute;-0.317;30.1;6.5;Russell et al., 2018;0.41530046;0.08616287;0.00990194;0.14572378;0.1827346;0.02451703;0.04315275;0;0;0.04244219;0.05006439;0;0;0;0;Lake
Lake-182;Nkuruba;0.517;30.3;6.6;Russell et al., 2018;0.34570191;0.0874887;0.01588145;0.10673941;0.22779436;0.03750683;0.05680199;0.00278405;0.00449613;0.02825705;0.07944244;0.00197059;0.00412546;0;0.00100964;Lake
Lake-183;Nyamswiga;0.517;30.283;7.8;Russell et al., 2018;0.33020657;0.09787231;0.01787695;0.13097953;0.21139178;0.04323488;0.05072166;0;0;0.03940302;0.0783133;0;0;0;0;Lake
Lake-184;Nyamugosani;0.417;30.233;8.5;Russell et al., 2018;0.30496025;0.11360822;0.01721927;0.11204268;0.21792942;0.04595035;0.07247535;0.00263113;0.00384857;0.03395067;0.06779105;0.00318336;0.00440969;0;0;Lake
Lake-185;Nyamusingere;-0.283;30.033;9.2;Russell et al., 2018;0.34653042;0.13579204;0.0124431;0.05479262;0.22579194;0.0271629;0.10993315;0.00430786;0.00363966;0.01463026;0.059458;0;0.00551806;0;0;Lake
Lake-186;Nyantonde;0.483;30.283;6.9;Russell et al., 2018;0.32659751;0.09489427;0.012238;0.10219737;0.2418298;0.04272848;0.07055142;0.00295212;0.00477322;0.02547328;0.06903764;0.00199352;0.0037614;0;0.00097197;Lake
Lake-187;Oblong Tarn;-0.144;37.301;6.4;Russell et al., 2018;0.14614888;0.02083993;0.00870248;0.33650138;0.02994601;0.06337735;0.00413428;0;0;0.33908986;0.05125983;0;0;0;0;Lake
Lake-188;Ruhandika;0.383;29.883;6;Russell et al., 2018;0.11939529;0.0038512;0.00037553;0.21413388;0.0863325;0.00379189;0.00350107;0;0;0.48063571;0.08798294;0;0;0;0;Lake
Lake-189;Rutundu;-0.042;37.464;7.6;Russell et al., 2018;0.25827554;0.09288932;0.03886171;0.25264397;0.05779912;0.10926316;0.00857461;0.02681425;0;0.13785757;0.01702076;0;0;0;0;Lake
Lake-190;Small Hall Tarn;-0.144;37.345;7.3;Russell et al., 2018;0.19317005;0.01553412;0.00426153;0.261621;0.11760622;0.02094744;0.00598997;0.0044534;0;0.3059671;0.06743223;0.00136322;0.00165374;0;0;Lake
Lake-191;Square Tarn;-0.154;37.323;4.9;Russell et al., 2018;0.1693586;0.00328748;0.00106972;0.28416648;0.15001915;0.00398412;0.00300731;0;0;0.22835533;0.15675182;0;0;0;0;Lake
Lake-192;Tanganyika;-4.872;29.617;8.8;Russell et al., 2018;0.31878534;0.08641372;0.03506285;0.04853114;0.27533095;0.02950302;0.05315473;0.00769793;0.01183144;0.02018786;0.10765418;0.00201342;0.00247174;0;0.00136169;Lake
Lake-193;Teleki Tarn;-0.169;37.306;6.7;Russell et al., 2018;0.16954446;0.06138787;0.01639173;0.22378589;0.04963118;0.20852891;0.00649276;0.0223463;0;0.17190966;0.06998125;0;0;0;0;Lake
Lake-194;Thompson Lake;-0.168;37.32;6.8;Russell et al., 2018;0.13162054;0.0202016;0.00649072;0.23131926;0.06871601;0.05454077;0.00433873;0;0;0.37739841;0.10537397;0;0;0;0;Lake
Lake-195;Veggi Tarn;-0.144;37.344;7.3;Russell et al., 2018;0.11586288;0.01361237;0.00344294;0.2291112;0.09951208;0.02119992;0.00292523;0.00250357;0;0.44278756;0.06722265;0.00181961;0;0;0;Lake
Lake-196;Wandakara;0.417;30.267;7.9;Russell et al., 2018;0.359208;0.08829859;0.00908315;0.07531075;0.25201318;0.02918169;0.08041411;0;0.00405206;0.02098326;0.07660426;0;0.00485096;0;0;Lake
Lake-197;Wankenzi;0.425;30.267;6.5;Russell et al., 2018;0.36118227;0.08936451;0.00910924;0.07349087;0.25243575;0.02864115;0.08132692;0.00171258;0.00360369;0.02018698;0.07175242;0.00181222;0.00468747;0;0.00069395;Lake
Lake-198;Namtso 1;30.72;90.64;9.5;Dang et al., 2018;0.04;0.02;0.02;0.03;0.09;0.02;0.15;0;0.13;0.04;0.29;0.01;0.08;0;0.08;Lake
Lake-199;Namtso 2;30.78;90.46;9.5;Dang et al., 2018;0.04;0.02;0.02;0.03;0.1;0.02;0.15;0;0.12;0.05;0.29;0.01;0.08;0;0.07;Lake
Lake-200;Hulun;48.95;117.39;NA;Dang et al., 2018;0.15288;0.0694;0.00728;0.08738;0.28233;0.0421;0.1038;0.0023;0.0071;0.06055;0.16668;0.00426;0.01279;0;0.00114;Lake
Lake-201;Lake Qinghai 1;36.86;100.31;9.1;Dang et al., 2018;0.21;0.07;0.01;0.1;0.22;0.04;0.06;0.01;0;0.08;0.19;0.01;0.01;0;0;Lake
Lake-202;Lake Qinghai 2;36.73;100.31;9;Dang et al., 2018;0.25;0.06;0.01;0.08;0.22;0.04;0.05;0.01;0.01;0.07;0.2;0.01;0;0;0;Lake
Lake-203;Longquanlongwan;42.415609;126.60309;7.8;Dang et al., 2018;0.30276;0.09366;0.01348;0.19072;0.17943;0.04647;0.05671;0.00764;0.00364;0.03933;0.05502;0.00289;0.00599;0.00066;0.0016;Lake
Lake-204;Nanlongwan;42.414053;126.47969;8;Dang et al., 2018;0.1876;0.1013;0.02195;0.20401;0.16749;0.06194;0.07126;0.01163;0.00425;0.08275;0.06521;0.0049;0.01055;0.00155;0.0036;Lake
Lake-205;Erlongwan;42.3;126.38;7.8;Dang et al., 2018;0.3427;0.06894;0.01323;0.24984;0.14679;0.03074;0.03023;0.00713;0.00134;0.05442;0.04796;0.00265;0.00259;0.00079;0.00065;Lake
Lake-206;Dalongwan;42.34;126.39;8;Dang et al., 2018;0.20727;0.084;0.00975;0.25591;0.16383;0.06362;0.04191;0.00355;0.00186;0.08092;0.07634;0.00395;0.00572;0.00039;0.00099;Lake
Lake-207;Daihai 1;40.58;112.67;9;Dang et al., 2018;0.11;0.25;0.09;0.07;0.11;0.08;0.09;0.02;0;0.04;0.11;0.01;0.01;0.01;0;Lake
Lake-208;Daihai 2;40.58;112.66;9;Dang et al., 2018;0.14;0.12;0.04;0.1;0.2;0.09;0.09;0.01;0;0.06;0.12;0.01;0.01;0;0;Lake
